Locality,Zip Code,Province,Type of Property,Subtype of Property,Price,Number of Rooms,Livable Space (m2),Fully Equipped Kitchen,Furnished,Open Fire,Terrace,Terrace Area (m2),Garden,Garden Area (m2),Swimming Pool,Surface of the Land (m2),Number of Facades,PEB,Primary Energy Consumption (kWh/m2),State of the Building,State of the Building_Numeric,PEB_Numeric,Province_Numeric,Type of Property_Numeric,Subtype of Property_Grouped,Subtype of Property_Grouped_Numeric
Brugge,8310,Province of West Flanders,House,house,795000.0,3.0,231,1,0,0,1,10.0,1,350.0,0,607.0,4.0,B,157.0,Just renovated,5,2,4,1,Houses,2
Berchem,2600,Province of Antwerp,Apartment,apartment,194900.0,2.0,75,1,0,0,1,3.0,0,0.0,0,0.0,2.0,B,186.0,Good,4,2,2,0,Apartments,1
Thimister-clermont,4890,Province of Liège,Apartment,apartment,179000.0,1.0,107,1,0,0,0,0.0,0,0.0,0,0.0,2.0,E,353.0,Good,4,5,6,0,Apartments,1
Knokke-heist,8300,Province of West Flanders,House,house,1095000.0,4.0,262,0,0,0,0,0.0,0,0.0,0,285.0,0.0,A,72.0,Good,4,1,4,1,Houses,2
Hamme,9220,Province of East Flanders,House,mansion,925000.0,6.0,500,1,0,0,1,48.0,1,299.0,0,795.0,2.0,A,87.0,As new,6,1,3,1,Luxury Properties,4
Ixelles,1050,Brussels-Capital Region,Apartment,penthouse,2350000.0,3.0,386,1,0,0,1,71.0,0,0.0,0,0.0,2.0,D,165.0,Good,4,4,1,0,Apartments,1
Dilbeek,1700,Province of Flemish Brabant,House,exceptional-property,1495000.0,4.0,381,1,0,1,0,0.0,0,0.0,1,14528.0,4.0,C,273.0,As new,6,3,5,1,Luxury Properties,4
Antwerpen,2020,Province of Antwerp,Apartment,apartment,199000.0,2.0,104,1,0,0,1,2.0,0,0.0,0,0.0,2.0,B,154.0,As new,6,2,2,0,Apartments,1
Woluwe-saint-lambert,1200,Brussels-Capital Region,Apartment,apartment,395000.0,3.0,120,1,0,0,1,8.0,0,0.0,0,0.0,4.0,G,368.0,Good,4,7,1,0,Apartments,1
Liege,4020,Province of Liège,Apartment,apartment,180000.0,3.0,130,0,0,0,1,11.0,0,0.0,0,0.0,2.0,C,184.0,To restore,1,3,6,0,Apartments,1
Woluwe-saint-pierre,1150,Brussels-Capital Region,House,house,960000.0,6.0,422,0,0,0,0,0.0,1,1.0,0,300.0,3.0,G,371.0,Just renovated,5,7,1,1,Houses,2
Menen-rekkem,8930,Province of West Flanders,House,villa,790000.0,4.0,262,1,0,0,0,0.0,1,740.0,0,1040.0,4.0,A,71.0,As new,6,1,4,1,Luxury Properties,4
Keerbergen,3140,Province of Flemish Brabant,House,house,1295000.0,4.0,349,1,0,0,0,0.0,0,0.0,1,1669.0,4.0,A,95.0,Not specified,7,1,5,1,Houses,2
Overijse,3090,Province of Flemish Brabant,House,villa,1975000.0,4.0,560,1,0,0,0,0.0,0,0.0,1,4820.0,4.0,B,110.0,As new,6,2,5,1,Luxury Properties,4
Ixelles,1050,Brussels-Capital Region,Apartment,flat-studio,219000.0,1.0,31,0,0,0,1,35.0,1,35.0,0,0.0,2.0,G,511.0,As new,6,7,1,0,Apartments,1
Ixelles,1050,Brussels-Capital Region,Apartment,apartment,410000.0,2.0,90,1,0,0,0,0.0,0,0.0,0,0.0,4.0,D,202.0,Good,4,4,1,0,Apartments,1
Zeebrugge,8380,Province of West Flanders,Apartment,apartment,185000.0,1.0,92,0,0,0,0,0.0,0,0.0,0,0.0,2.0,C,307.0,To be done up,3,3,4,0,Apartments,1
Damme,8340,Province of West Flanders,House,house,1450000.0,3.0,297,1,0,0,0,0.0,0,0.0,0,5049.0,4.0,D,323.0,Not specified,7,4,4,1,Houses,2
Lo-reninge,8647,Province of West Flanders,House,mansion,1195000.0,4.0,343,0,0,0,0,0.0,0,0.0,0,547.0,4.0,C,287.0,Good,4,3,4,1,Luxury Properties,4
Leuven,3001,Province of Flemish Brabant,House,country-cottage,985000.0,6.0,608,0,0,1,0,0.0,0,0.0,0,10309.0,0.0,B,176.0,As new,6,2,5,1,Houses,2
Bruxelles,1000,Brussels-Capital Region,House,house,599000.0,6.0,250,0,0,0,1,8.0,0,0.0,0,80.0,2.0,E,218.0,To restore,1,5,1,1,Houses,2
Eppegem,1980,Province of Flemish Brabant,House,house,585000.0,3.0,350,1,0,0,1,100.0,1,490.0,0,1170.0,4.0,C,208.0,Good,4,3,5,1,Houses,2
Nivelles,1400,Province of Walloon Brabant,Apartment,apartment,219000.0,3.0,100,1,0,0,1,11.0,0,0.0,0,0.0,2.0,C,186.0,To be done up,3,3,7,0,Apartments,1
Anderlecht,1070,Brussels-Capital Region,Apartment,flat-studio,189000.0,1.0,48,0,0,0,1,5.0,0,0.0,0,0.0,0.0,C,98.0,As new,6,3,1,0,Apartments,1
Heusden,9070,Province of East Flanders,House,house,998000.0,7.0,980,0,0,0,0,0.0,0,0.0,0,3040.0,4.0,C,293.0,To renovate,2,3,3,1,Houses,2
Gavere,9890,Province of East Flanders,House,villa,2100000.0,5.0,1280,0,0,0,0,0.0,0,0.0,0,7464.0,4.0,Not specified,317.0,As new,6,8,3,1,Luxury Properties,4
Waterloo,1410,Province of Walloon Brabant,House,house,600000.0,5.0,200,1,0,0,1,20.0,1,250.0,0,551.0,4.0,D,260.0,Good,4,4,7,1,Houses,2
Schoten,2900,Province of Antwerp,Apartment,apartment,225000.0,2.0,95,1,0,0,1,3.0,0,0.0,0,0.0,0.0,C,212.0,Good,4,3,2,0,Apartments,1
Mechelen,2800,Province of Antwerp,House,apartment-block,595000.0,3.0,326,1,0,0,1,13.0,1,16.0,0,127.0,2.0,B,112.0,As new,6,2,2,1,Specialized Properties,3
Hasselt,3500,Province of Limburg,Apartment,penthouse,695000.0,2.0,235,1,0,0,1,20.0,0,0.0,0,0.0,0.0,B,161.0,As new,6,2,11,0,Apartments,1
Oostende,8400,Province of West Flanders,House,mixed-use-building,1035000.0,4.0,262,0,0,0,0,0.0,0,0.0,0,0.0,0.0,B,128.0,As new,6,2,4,1,Specialized Properties,3
Overijse,3090,Province of Flemish Brabant,House,house,600000.0,4.0,238,1,0,0,1,28.0,0,0.0,0,655.0,3.0,D,315.0,As new,6,4,5,1,Houses,2
Kortenberg,3070,Province of Flemish Brabant,House,mixed-use-building,795000.0,3.0,460,1,0,0,0,0.0,0,0.0,0,3780.0,3.0,Not specified,317.0,As new,6,8,5,1,Specialized Properties,3
Schoten,2900,Province of Antwerp,Apartment,penthouse,225000.0,2.0,95,1,0,0,1,3.0,0,0.0,0,0.0,0.0,C,212.0,Good,4,3,2,0,Apartments,1
Mechelen,2800,Province of Antwerp,Apartment,loft,789000.0,4.0,215,1,0,0,1,80.0,0,0.0,0,0.0,3.0,B,135.0,Good,4,2,2,0,Specialized Properties,3
Erpe-mere,9420,Province of East Flanders,House,mansion,1095000.0,4.0,420,1,0,0,0,0.0,0,0.0,1,1290.0,0.0,C,299.0,Not specified,7,3,3,1,Luxury Properties,4
Woluwe-saint-lambert,1200,Brussels-Capital Region,Apartment,apartment,410000.0,4.0,126,1,0,0,0,0.0,0,0.0,0,0.0,2.0,D,208.0,To be done up,3,4,1,0,Apartments,1
Schaerbeek,1030,Brussels-Capital Region,Apartment,apartment,495000.0,3.0,185,1,0,0,1,20.0,0,0.0,0,0.0,0.0,F,335.0,Good,4,6,1,0,Apartments,1
Antwerpen,2018,Province of Antwerp,Apartment,apartment,189000.0,1.0,40,1,0,0,0,0.0,0,0.0,0,0.0,2.0,C,217.0,Just renovated,5,3,2,0,Apartments,1
Verviers,4800,Province of Liège,House,house,145000.0,5.0,171,1,0,0,0,0.0,0,0.0,0,64.0,2.0,E,343.0,To be done up,3,5,6,1,Houses,2
Gembloux,5030,Province of Namur,Apartment,ground-floor,189000.0,1.0,54,0,0,0,1,10.0,1,60.0,0,0.0,3.0,E,378.0,Good,4,5,10,0,Apartments,1
Hoegaarden,3320,Province of Flemish Brabant,House,house,665000.0,3.0,299,1,0,1,1,58.0,0,0.0,0,1150.0,3.0,C,289.0,Good,4,3,5,1,Houses,2
Antwerpen,2018,Province of Antwerp,House,manor-house,875000.0,4.0,231,0,0,0,0,0.0,0,0.0,0,165.0,2.0,A,96.0,Not specified,7,1,2,1,Luxury Properties,4
Berchem,2600,Province of Antwerp,Apartment,apartment,240000.0,3.0,90,1,0,0,1,17.0,0,0.0,0,0.0,0.0,B,129.0,Good,4,2,2,0,Apartments,1
Paturages,7340,Province of Hainaut,House,house,195000.0,3.0,200,0,0,0,0,0.0,1,727.0,0,861.0,3.0,F,451.0,Good,4,6,9,1,Houses,2
Oostende,8400,Province of West Flanders,Apartment,apartment,189000.0,1.0,65,0,1,0,0,0.0,0,0.0,0,0.0,0.0,B,118.0,To be done up,3,2,4,0,Apartments,1
Gent,9000,Province of East Flanders,House,mansion,1200000.0,4.0,215,1,1,0,0,0.0,0,0.0,0,43.0,2.0,D,377.0,As new,6,4,3,1,Luxury Properties,4
Braine-le-chateau,1440,Province of Walloon Brabant,House,exceptional-property,1250000.0,4.0,450,0,0,0,1,300.0,1,200.0,1,2149.0,4.0,C,255.0,As new,6,3,7,1,Luxury Properties,4
Wavre,1300,Province of Walloon Brabant,Apartment,apartment,245000.0,2.0,85,1,0,0,1,16.0,0,0.0,0,0.0,4.0,C,191.0,To renovate,2,3,7,0,Apartments,1
De-panne,8660,Province of West Flanders,Apartment,apartment,189000.0,2.0,76,1,1,0,0,0.0,0,0.0,0,0.0,0.0,F,596.0,Good,4,6,4,0,Apartments,1
Uccle,1180,Brussels-Capital Region,Apartment,apartment,990000.0,5.0,223,0,0,0,1,75.0,0,0.0,0,0.0,2.0,E,258.0,To renovate,2,5,1,0,Apartments,1
Saint-gilles,1060,Brussels-Capital Region,House,apartment-block,1395000.0,0.0,517,0,0,0,0,0.0,0,0.0,0,0.0,4.0,E,244.0,To be done up,3,5,1,1,Specialized Properties,3
Edegem,2650,Province of Antwerp,House,villa,1450000.0,4.0,360,1,0,0,0,0.0,0,0.0,0,703.0,4.0,B,149.0,As new,6,2,2,1,Luxury Properties,4
Edegem,2650,Province of Antwerp,House,house,695000.0,7.0,321,0,0,0,0,0.0,0,0.0,0,1080.0,2.0,F,576.0,Good,4,6,2,1,Houses,2
Oudenaarde,9700,Province of East Flanders,Apartment,apartment,189000.0,2.0,90,0,0,0,1,4.0,0,0.0,0,0.0,2.0,C,248.0,Not specified,7,3,3,0,Apartments,1
Halle,1500,Province of Flemish Brabant,House,house,229000.0,3.0,123,0,0,0,0,0.0,0,0.0,0,50.0,2.0,C,209.0,Not specified,7,3,5,1,Houses,2
Edegem,2650,Province of Antwerp,House,apartment-block,695000.0,7.0,321,0,0,0,0,0.0,0,0.0,0,1080.0,2.0,F,576.0,Good,4,6,2,1,Specialized Properties,3
Baudour-saint-ghislain,7331,Province of Hainaut,House,villa,380000.0,4.0,180,1,0,0,0,0.0,0,0.0,0,571.0,4.0,D,276.0,Good,4,4,9,1,Luxury Properties,4
Ixelles,1050,Brussels-Capital Region,Apartment,flat-studio,195000.0,1.0,42,0,0,0,1,12.0,0,0.0,0,0.0,4.0,E,246.0,Good,4,5,1,0,Apartments,1
Bruxelles,1000,Brussels-Capital Region,Apartment,apartment,1350000.0,4.0,291,1,0,1,1,12.0,0,0.0,0,0.0,2.0,C,132.0,To be done up,3,3,1,0,Apartments,1
Berchem,2600,Province of Antwerp,Apartment,apartment,289000.0,2.0,86,1,0,0,1,11.0,0,0.0,0,0.0,0.0,B,112.0,Just renovated,5,2,2,0,Apartments,1
Wemmel,1780,Province of Flemish Brabant,House,house,825000.0,4.0,220,1,0,0,1,83.0,0,0.0,0,834.0,4.0,C,208.0,Good,4,3,5,1,Houses,2
Halle,1500,Province of Flemish Brabant,House,house,695000.0,4.0,357,0,0,0,1,25.0,1,720.0,0,971.0,4.0,C,226.0,Not specified,7,3,5,1,Houses,2
Fleron,4620,Province of Liège,Apartment,apartment,219000.0,2.0,100,0,0,0,1,25.0,1,21.0,0,0.0,3.0,D,269.0,Good,4,4,6,0,Apartments,1
Bierges,1301,Province of Walloon Brabant,Apartment,apartment,245000.0,2.0,85,1,0,0,1,16.0,0,0.0,0,0.0,4.0,C,191.0,To renovate,2,3,7,0,Apartments,1
Nieuwpoort,8620,Province of West Flanders,Apartment,apartment,1150000.0,3.0,200,1,1,0,0,0.0,0,0.0,0,0.0,2.0,A,83.0,Just renovated,5,1,4,0,Apartments,1
Woluwe-saint-pierre,1150,Brussels-Capital Region,House,villa,1550000.0,5.0,390,1,0,0,1,60.0,0,0.0,0,1442.0,4.0,F,311.0,As new,6,6,1,1,Luxury Properties,4
Woluwe-saint-pierre,1150,Brussels-Capital Region,Apartment,apartment,249000.0,1.0,77,1,0,0,0,0.0,1,7.0,0,0.0,0.0,G,317.0,Good,4,7,1,0,Apartments,1
Horebeke,9667,Province of East Flanders,House,villa,495000.0,3.0,195,0,0,0,0,0.0,0,0.0,0,3835.0,4.0,E,452.0,To renovate,2,5,3,1,Luxury Properties,4
Knokke-heist,8300,Province of West Flanders,House,house,1575000.0,4.0,316,0,0,0,0,0.0,0,0.0,0,262.0,0.0,B,107.0,Not specified,7,2,4,1,Houses,2
Antwerpen,2610,Province of Antwerp,House,villa,2100000.0,5.0,392,0,0,0,0,0.0,0,0.0,0,719.0,4.0,Not specified,317.0,As new,6,8,2,1,Luxury Properties,4
Hoeilaart,1560,Province of Flemish Brabant,House,house,775000.0,5.0,250,0,0,0,1,40.0,1,500.0,0,909.0,4.0,C,283.0,To be done up,3,3,5,1,Houses,2
Hoboken,2660,Province of Antwerp,Apartment,apartment,259000.0,2.0,95,0,0,0,1,9.0,0,0.0,0,0.0,0.0,A,67.0,As new,6,1,2,0,Apartments,1
Antwerpen,2000,Province of Antwerp,House,house,445000.0,4.0,140,0,0,0,0,0.0,0,0.0,0,44.0,4.0,D,346.0,Good,4,4,2,1,Houses,2
Ixelles,1050,Brussels-Capital Region,Apartment,loft,1725000.0,3.0,356,1,0,0,1,80.0,0,0.0,0,0.0,0.0,D,317.0,As new,6,4,1,0,Specialized Properties,3
Anderlecht,1070,Brussels-Capital Region,Apartment,apartment,195000.0,2.0,75,0,0,0,1,16.0,0,0.0,0,0.0,4.0,C,125.0,Good,4,3,1,0,Apartments,1
Damme,8340,Province of West Flanders,House,villa,1345000.0,4.0,300,0,0,0,0,0.0,0,0.0,0,245.0,0.0,D,320.0,As new,6,4,4,1,Luxury Properties,4
Zonnebeke,8980,Province of West Flanders,House,house,480000.0,3.0,166,1,0,0,0,0.0,0,0.0,0,425.0,0.0,A,317.0,Good,4,1,4,1,Houses,2
Liege,4000,Province of Liège,Apartment,apartment,268000.0,2.0,90,1,0,0,1,18.0,1,45.0,0,0.0,2.0,B,168.0,Good,4,2,6,0,Apartments,1
Villersla-ville,1495,Province of Walloon Brabant,Apartment,ground-floor,195000.0,2.0,102,1,0,0,1,34.0,0,0.0,0,0.0,3.0,G,585.0,Just renovated,5,7,7,0,Apartments,1
Schilde,2970,Province of Antwerp,House,villa,1690000.0,4.0,448,0,0,0,0,0.0,0,0.0,1,3827.0,4.0,C,262.0,Good,4,3,2,1,Luxury Properties,4
Etterbeek,1040,Brussels-Capital Region,House,house,1850000.0,5.0,650,0,0,0,0,0.0,1,200.0,0,200.0,2.0,G,425.0,Good,4,7,1,1,Houses,2
Lommel,3920,Province of Limburg,House,house,779000.0,5.0,348,1,0,0,0,0.0,0,0.0,0,1220.0,4.0,B,317.0,Good,4,2,11,1,Houses,2
Liege,4000,Province of Liège,Apartment,apartment,275000.0,2.0,98,1,0,0,1,3.0,0,0.0,0,0.0,2.0,B,140.0,Just renovated,5,2,6,0,Apartments,1
Sint-pieters-leeuw,1600,Province of Flemish Brabant,Apartment,apartment,195000.0,2.0,84,0,0,0,0,0.0,0,0.0,0,0.0,0.0,C,222.0,Good,4,3,5,0,Apartments,1
Beerse,2340,Province of Antwerp,House,country-cottage,2450000.0,9.0,670,0,0,0,0,0.0,0,0.0,0,130000.0,0.0,Not specified,317.0,Good,4,8,2,1,Houses,2
Woluwe-saint-lambert,1200,Brussels-Capital Region,House,house,520000.0,5.0,210,1,0,0,0,0.0,1,35.0,0,135.0,2.0,Not specified,317.0,Good,4,8,1,1,Houses,2
Leuven-heverlee,3001,Province of Flemish Brabant,House,villa,949000.0,6.0,403,1,0,0,1,109.0,1,1325.0,1,1905.0,4.0,B,126.0,As new,6,2,5,1,Luxury Properties,4
Antwerpen,2018,Province of Antwerp,Apartment,apartment,289000.0,2.0,80,1,0,0,0,0.0,0,0.0,0,0.0,2.0,C,204.0,Good,4,3,2,0,Apartments,1
Antwerpen,2060,Province of Antwerp,Apartment,apartment,195000.0,2.0,125,0,0,0,0,0.0,0,0.0,0,0.0,2.0,E,401.0,To renovate,2,5,2,0,Apartments,1
Knokke-heist,8300,Province of West Flanders,House,villa,2695000.0,4.0,261,1,0,0,0,0.0,1,475.0,0,475.0,3.0,B,163.0,As new,6,2,4,1,Luxury Properties,4
Molenbeek-saint-jean,1080,Brussels-Capital Region,House,house,525000.0,6.0,284,1,0,0,1,10.0,1,50.0,0,140.0,2.0,D,193.0,Good,4,4,1,1,Houses,2
Geraardsbergen,9500,Province of East Flanders,House,house,159000.0,2.0,66,1,0,0,0,0.0,0,0.0,0,50.0,2.0,B,181.0,To be done up,3,2,3,1,Houses,2
Sijsele,8340,Province of West Flanders,House,house,578000.0,4.0,220,0,0,0,0,0.0,0,0.0,0,1491.0,0.0,B,151.0,Good,4,2,4,1,Houses,2
Tielt,8700,Province of West Flanders,House,house,448500.0,3.0,198,0,0,0,0,0.0,0,0.0,0,194.0,0.0,A,19.0,Good,4,1,4,1,Houses,2
Laeken,1020,Brussels-Capital Region,House,house,625000.0,6.0,270,1,0,0,0,0.0,1,21.0,0,145.0,2.0,G,514.0,Good,4,7,1,1,Houses,2
Walhain,1457,Province of Walloon Brabant,House,house,525000.0,5.0,260,0,0,0,0,0.0,0,0.0,0,1509.0,4.0,D,326.0,To be done up,3,4,7,1,Houses,2
Merchtem,1785,Province of Flemish Brabant,House,villa,1275000.0,8.0,436,0,0,0,0,0.0,0,0.0,0,3164.0,0.0,F,633.0,To renovate,2,6,5,1,Luxury Properties,4
Kortrijk,8500,Province of West Flanders,House,house,475000.0,3.0,153,0,0,0,1,21.0,1,179.0,0,265.0,3.0,A,48.0,Good,4,1,4,1,Houses,2
Sint-lievens-houtem,9520,Province of East Flanders,House,house,635000.0,3.0,275,0,0,0,0,0.0,0,0.0,0,4794.0,4.0,F,608.0,Good,4,6,3,1,Houses,2
Koksijde,8670,Province of West Flanders,Apartment,apartment,195000.0,1.0,58,0,0,0,0,0.0,0,0.0,0,0.0,0.0,B,118.0,Good,4,2,4,0,Apartments,1
Braine-lalleud,1420,Province of Walloon Brabant,House,apartment-block,529000.0,5.0,218,0,0,0,0,0.0,0,0.0,0,309.0,3.0,C,193.0,Good,4,3,7,1,Specialized Properties,3
Neerpelt,3910,Province of Limburg,House,house,599000.0,4.0,326,0,0,0,0,0.0,0,0.0,0,1300.0,4.0,C,254.0,Not specified,7,3,11,1,Houses,2
Hoboken,2660,Province of Antwerp,Apartment,apartment,296000.0,2.0,100,0,0,0,1,9.0,0,0.0,0,0.0,2.0,A,98.0,As new,6,1,2,0,Apartments,1
Anzegem,8570,Province of West Flanders,Apartment,apartment,149500.0,1.0,56,1,0,0,0,0.0,0,0.0,0,0.0,2.0,A,88.0,Good,4,1,4,0,Apartments,1
Sint-idesbald,8670,Province of West Flanders,Apartment,apartment,195000.0,1.0,55,0,0,0,0,0.0,0,0.0,0,0.0,0.0,F,530.0,To be done up,3,6,4,0,Apartments,1
Knokke-heist-knokke,8300,Province of West Flanders,House,villa,3950000.0,4.0,344,1,0,0,0,0.0,0,0.0,0,501.0,3.0,B,104.0,As new,6,2,4,1,Luxury Properties,4
Chapelle-lez-herlaimont,7160,Province of Hainaut,House,house,545000.0,5.0,407,1,0,0,0,0.0,0,0.0,0,1055.0,4.0,B,128.0,Good,4,2,9,1,Houses,2
Beersel,1652,Province of Flemish Brabant,House,villa,910000.0,4.0,387,0,0,0,0,0.0,0,0.0,0,2444.0,4.0,E,450.0,To be done up,3,5,5,1,Luxury Properties,4
Wavre,1300,Province of Walloon Brabant,House,house,695000.0,9.0,420,1,0,0,0,0.0,0,0.0,0,1439.0,4.0,C,200.0,Good,4,3,7,1,Houses,2
Berchem,2600,Province of Antwerp,Apartment,apartment,196000.0,1.0,70,1,0,0,0,0.0,0,0.0,0,0.0,2.0,C,287.0,As new,6,3,2,0,Apartments,1
Gent,9051,Province of East Flanders,House,house,790000.0,6.0,415,0,0,0,0,0.0,0,0.0,0,984.0,4.0,D,310.0,Good,4,4,3,1,Houses,2
Schoten,2900,Province of Antwerp,House,villa,3995000.0,7.0,773,0,0,0,0,0.0,0,0.0,0,27097.0,4.0,B,132.0,Good,4,2,2,1,Luxury Properties,4
Antwerpen-borgerhout,2140,Province of Antwerp,House,house,549000.0,3.0,201,1,0,0,0,0.0,1,137.0,0,208.0,2.0,F,588.0,Good,4,6,2,1,Houses,2
Mechelen,2800,Province of Antwerp,House,house,799000.0,5.0,394,1,0,0,0,0.0,0,0.0,0,168.0,2.0,B,317.0,Good,4,2,2,1,Houses,2
Woluwe-saint-pierre,1150,Brussels-Capital Region,Apartment,apartment,398000.0,2.0,90,1,0,1,1,4.0,0,0.0,0,0.0,2.0,G,317.0,Good,4,7,1,0,Apartments,1
Liers,4042,Province of Liège,House,house,385000.0,4.0,152,1,0,0,1,28.0,1,151.0,0,248.0,2.0,B,100.0,As new,6,2,6,1,Houses,2
Anderlecht,1070,Brussels-Capital Region,Apartment,apartment,199000.0,2.0,92,1,0,0,1,9.0,0,0.0,0,0.0,0.0,G,431.0,Good,4,7,1,0,Apartments,1
Zwalm,9630,Province of East Flanders,House,villa,795000.0,6.0,332,0,0,1,0,0.0,0,0.0,0,9380.0,4.0,A,96.0,Good,4,1,3,1,Luxury Properties,4
Merelbeke,9820,Province of East Flanders,House,house,549000.0,3.0,213,0,0,0,0,0.0,0,0.0,0,222.0,2.0,Not specified,317.0,As new,6,8,3,1,Houses,2
Poppel,2382,Province of Antwerp,House,house,849000.0,6.0,671,1,0,1,0,0.0,0,0.0,0,2437.0,4.0,B,181.0,Good,4,2,2,1,Houses,2
Antwerpen,2050,Province of Antwerp,Apartment,penthouse,395000.0,2.0,106,0,0,0,1,35.0,0,0.0,0,0.0,3.0,B,107.0,As new,6,2,2,0,Apartments,1
Deurne,2100,Province of Antwerp,Apartment,apartment,199000.0,2.0,76,0,0,0,0,0.0,0,0.0,0,0.0,2.0,B,180.0,Good,4,2,2,0,Apartments,1
Knokke-heist-knokke,8300,Province of West Flanders,House,villa,4875000.0,6.0,402,0,0,0,0,0.0,0,0.0,0,561.0,4.0,A,74.0,As new,6,1,4,1,Luxury Properties,4
De-panne,8660,Province of West Flanders,Apartment,apartment,99000.0,2.0,28,1,1,0,1,2.0,0,0.0,0,0.0,0.0,B,193.0,Not specified,7,2,4,0,Apartments,1
Uccle,1180,Brussels-Capital Region,House,house,800000.0,6.0,335,1,0,1,1,15.0,1,317.0,0,400.0,3.0,G,433.0,To be done up,3,7,1,1,Houses,2
Merelbeke,9820,Province of East Flanders,House,house,549000.0,3.0,213,0,0,0,0,0.0,0,0.0,0,223.0,2.0,Not specified,317.0,As new,6,8,3,1,Houses,2
Kontich,2550,Province of Antwerp,House,mixed-use-building,995000.0,5.0,619,1,0,0,1,60.0,0,0.0,0,537.0,4.0,B,172.0,Good,4,2,2,1,Specialized Properties,3
Berchem,2600,Province of Antwerp,Apartment,apartment,419000.0,3.0,145,1,0,1,1,20.0,0,0.0,0,0.0,0.0,B,161.0,Good,4,2,2,0,Apartments,1
Heusden,9070,Province of East Flanders,House,house,490000.0,2.0,110,0,0,0,0,0.0,0,0.0,0,1425.0,4.0,F,740.0,To renovate,2,6,3,1,Houses,2
Oostende,8400,Province of West Flanders,Apartment,apartment,199000.0,2.0,89,0,0,0,0,0.0,0,0.0,0,0.0,0.0,C,298.0,Good,4,3,4,0,Apartments,1
Merelbeke,9820,Province of East Flanders,House,house,559000.0,3.0,213,0,0,0,0,0.0,0,0.0,0,280.0,2.0,Not specified,317.0,As new,6,8,3,1,Houses,2
Oudenaarde,9700,Province of East Flanders,House,house,845000.0,4.0,553,0,0,0,0,0.0,0,0.0,0,290.0,4.0,E,416.0,To be done up,3,5,3,1,Houses,2
Knokke,8300,Province of West Flanders,House,villa,6995000.0,7.0,900,1,0,0,0,0.0,0,0.0,1,2690.0,0.0,Not specified,317.0,Good,4,8,4,1,Luxury Properties,4
Beerse,2340,Province of Antwerp,House,apartment-block,1195000.0,12.0,530,0,0,0,0,0.0,0,0.0,0,1413.0,4.0,B,148.0,Good,4,2,2,1,Specialized Properties,3
Steenokkerzeel,1820,Province of Flemish Brabant,Apartment,apartment,429000.0,3.0,123,1,0,0,1,18.0,0,0.0,0,0.0,2.0,A,83.0,Good,4,1,5,0,Apartments,1
Anderlecht,1070,Brussels-Capital Region,Apartment,apartment,199990.0,2.0,80,0,0,0,1,17.0,0,0.0,0,0.0,2.0,C,140.0,Good,4,3,1,0,Apartments,1
Brussels,1000,Brussels-Capital Region,House,villa,895000.0,5.0,350,1,0,0,0,0.0,1,300.0,0,734.0,4.0,E,223.0,To be done up,3,5,1,1,Luxury Properties,4
Knokke-heist,8300,Province of West Flanders,House,villa,7365000.0,4.0,344,1,0,0,0,0.0,1,1198.0,0,1198.0,4.0,C,253.0,As new,6,3,4,1,Luxury Properties,4
Oudegem,9200,Province of East Flanders,Apartment,apartment,199000.0,2.0,85,1,0,0,1,7.0,0,0.0,0,0.0,0.0,C,236.0,Good,4,3,3,0,Apartments,1
Lubbeek,3210,Province of Flemish Brabant,House,house,525000.0,5.0,285,1,0,0,0,0.0,0,0.0,0,1876.0,4.0,D,375.0,Good,4,4,5,1,Houses,2
Kraainem,1950,Province of Flemish Brabant,Apartment,apartment,340000.0,2.0,80,1,0,0,0,0.0,0,0.0,0,0.0,2.0,B,146.0,Good,4,2,5,0,Apartments,1
Uccle,1180,Brussels-Capital Region,House,house,575000.0,4.0,200,1,0,0,0,0.0,1,50.0,0,110.0,2.0,G,376.0,Not specified,7,7,1,1,Houses,2
Anderlecht,1070,Brussels-Capital Region,Apartment,apartment,199990.0,2.0,74,1,0,0,1,15.0,0,0.0,0,0.0,2.0,G,388.0,As new,6,7,1,0,Apartments,1
Knokke-heist-knokke,8300,Province of West Flanders,House,villa,7365000.0,4.0,368,1,0,0,0,0.0,0,0.0,0,1198.0,4.0,C,247.0,As new,6,3,4,1,Luxury Properties,4
Hombeek,2811,Province of Antwerp,House,house,340000.0,3.0,140,1,0,0,0,0.0,1,135.0,0,288.0,3.0,D,363.0,Good,4,4,2,1,Houses,2
Jupille-sur-meuse,4020,Province of Liège,House,house,274000.0,3.0,147,1,0,0,1,8.0,0,0.0,0,250.0,3.0,E,406.0,As new,6,5,6,1,Houses,2
Lubbeek-binkom,3211,Province of Flemish Brabant,House,house,525000.0,5.0,285,1,0,0,0,0.0,0,0.0,0,1876.0,4.0,D,375.0,Good,4,4,5,1,Houses,2
Ixelles,1050,Brussels-Capital Region,House,exceptional-property,930000.0,5.0,279,1,0,0,1,15.0,1,920.0,0,1147.0,3.0,G,582.0,To renovate,2,7,1,1,Luxury Properties,4
Boutersem,3370,Province of Flemish Brabant,House,apartment-block,625000.0,0.0,248,0,0,0,0,0.0,0,0.0,0,442.0,3.0,Not specified,317.0,Not specified,7,8,5,1,Specialized Properties,3
